CATE,bedrooms,AREA,school,price
dongcheng,1,72.88,1,81916
dongcheng,2,111.5,1,80718
dongcheng,2,65.25,1,80460
dongcheng,2,66,1,80304
dongcheng,2,65.25,1,76629
dongcheng,3,125.67,1,75595
dongcheng,4,187,1,69519
dongcheng,2,88,1,68182
dongcheng,4,192.51,1,68049
dongcheng,2,87,1,62069
dongcheng,2,96.58,1,91117
dongcheng,4,179,1,89386
dongcheng,2,89,1,85394
dongcheng,2,93.7,1,83779
dongcheng,1,76,1,82895
dongcheng,2,105.53,1,82442
dongcheng,3,124,1,82259
dongcheng,1,74.31,1,80743
dongcheng,1,48.55,1,78270
dongcheng,2,97,1,67011
dongcheng,2,131,1,51985
dongcheng,4,226.86,1,79345
dongcheng,3,139,1,79137
dongcheng,1,334,1,56887
dongcheng,1,374.82,1,53359
haidian,2,84.8,0,54246
haidian,2,58.77,0,50196
chaoyang,4,198,0,63132
fengtai,2,101.82,0,42232
fengtai,2,89.87,0,42061
fengtai,2,89.87,0,41171
fengtai,3,136.9,0,40906
fengtai,2,98.97,0,40417
fengtai,3,136.12,0,40406
fengtai,2,100,0,38000
fengtai,3,136.9,0,35793
chaoyang,1,41.98,0,54788
chaoyang,2,60.98,0,51657
chaoyang,3,112.3,0,48976
chaoyang,3,151.34,1,56165
fengtai,1,58.03,0,45667
fengtai,2,97.06,0,45333
fengtai,1,54.75,1,41644
xicheng,1,45.24,0,97923
xicheng,2,41.59,0,97620
xicheng,2,41.95,0,96544
xicheng,2,42.92,0,93197
xicheng,2,52.57,0,89976
xicheng,3,62.48,0,89949
xicheng,2,45.76,1,89598
xicheng,2,51.85,0,88718
xicheng,2,45.11,0,88229
xicheng,3,66.47,1,88010
xicheng,2,61.11,1,78547
xicheng,3,89.1,1,109989
xicheng,3,69.1,1,109986
xicheng,3,65,0,92308
xicheng,2,43.68,0,89286
xicheng,2,57.04,0,87658
xicheng,2,60.97,0,86928
xicheng,3,63,0,85715
xicheng,2,54,0,83334
xicheng,2,51.41,0,79752
xicheng,2,50.21,0,77674
dongcheng,2,74.66,0,40183
dongcheng,1,64,0,39063
dongcheng,1,64,0,37188
dongcheng,2,77,0,35065
dongcheng,2,71.71,0,34166
dongcheng,2,72,0,33334
dongcheng,2,72,0,33056
dongcheng,2,72,0,33056
dongcheng,1,64,0,32813
dongcheng,1,64,0,32813
dongcheng,1,63,0,32381
xicheng,4,169.76,0,55373
xicheng,3,126.59,0,55297
xicheng,4,169.76,0,54784
chaoyang,1,41,0,53659
chaoyang,1,65,0,46924
chaoyang,1,59.98,0,46683
chaoyang,1,65,0,46000
chaoyang,1,59.98,0,45016
chaoyang,1,58.02,0,43951
chaoyang,1,63.24,0,49336
chaoyang,1,66.3,0,48266
chaoyang,1,69,0,47827
chaoyang,1,73,0,46850
chaoyang,2,99.65,0,46162
chaoyang,1,71.37,0,45538
chaoyang,1,71.71,0,44625
chaoyang,1,71,0,43662
chaoyang,1,64.27,0,43567
chaoyang,1,71.26,0,43503
chaoyang,1,69,0,43479
chaoyang,1,71.37,0,43436
chaoyang,1,71.71,0,43230
chaoyang,1,55.4,0,50542
chaoyang,1,54.74,0,49873
chaoyang,2,74.36,0,49758
chaoyang,1,45.7,0,47922
chaoyang,1,42.3,0,46100
chaoyang,1,55.06,0,42681
haidian,2,55,0,63273
haidian,2,69,0,66667
haidian,3,77.5,0,56775
haidian,2,60,1,65000
haidian,3,62.3,1,62922
haidian,2,64.9,1,62404
haidian,3,80.7,1,59480
haidian,3,62.5,1,59200
haidian,2,69.3,1,56566
haidian,2,59.68,0,83613
haidian,3,71,1,72817
haidian,3,57,1,64913
haidian,2,54.5,1,69725
haidian,1,68.27,0,67087
haidian,2,101.5,0,56158
haidian,1,62,0,42742
haidian,3,181,0,49448
haidian,3,158,0,44304
haidian,3,181,0,65194
haidian,8,337,0,59348
haidian,4,265,0,64151
xicheng,2,53.63,0,63398
xicheng,2,53.13,0,67759
xicheng,2,50.63,0,66167
xicheng,1,50,0,60000
xicheng,2,54.3,0,58932
xicheng,2,69.25,0,56174
xicheng,3,92,0,48914
xicheng,1,41,0,56098
dongcheng,4,204,0,73530
dongcheng,3,164.7,0,72860
dongcheng,1,73.28,0,65503
dongcheng,2,149,0,63759
dongcheng,2,134.22,0,61094
dongcheng,2,149,0,59061
dongcheng,1,76,0,72369
dongcheng,1,75.51,0,70190
dongcheng,4,253,0,65218
dongcheng,2,132.23,0,64282
dongcheng,5,285,0,63158
dongcheng,3,300.85,0,59831
chaoyang,2,58.31,0,61739
chaoyang,2,58.22,0,57197
chaoyang,2,69,0,45653
chaoyang,2,101.45,0,39429
chaoyang,2,87.49,0,37719
chaoyang,2,86.7,0,36909
chaoyang,2,101.45,0,36472
chaoyang,1,49.33,0,44598
chaoyang,1,50,1,61600
chaoyang,1,39.6,1,58586
chaoyang,2,98.67,1,56755
chaoyang,3,178.26,1,54976
chaoyang,3,181.55,1,52878
chaoyang,1,62,1,50000
chaoyang,1,60,1,50000
chaoyang,3,197.66,1,49581
chaoyang,3,118,0,76272
chaoyang,2,81.17,1,50512
chaoyang,3,142.28,1,45615
chaoyang,3,175,1,41715
chaoyang,5,367.54,1,76183
chaoyang,6,421.23,1,58163
haidian,3,124.28,1,78855
haidian,2,90.01,1,77770
haidian,2,84,1,77381
haidian,1,64.87,1,77078
haidian,2,84,1,72620
haidian,2,84,1,72620
chaoyang,2,86,0,46512
chaoyang,1,38,0,51579
chaoyang,3,154.15,1,42167
chaoyang,3,152.45,1,40342
chaoyang,2,70.3,0,48365
chaoyang,2,70.67,0,74997
chaoyang,2,88.5,0,59888
chaoyang,2,101.41,0,49305
chaoyang,2,104.01,0,48554
chaoyang,1,68.35,0,48281
chaoyang,1,73.9,0,47362
chaoyang,1,54,0,46297
chaoyang,2,112.44,0,46247
chaoyang,1,54,0,46112
chaoyang,1,68.85,0,45752
chaoyang,2,98.36,0,45751
chaoyang,1,66.8,0,44911
chaoyang,1,69.08,0,44876
chaoyang,1,52.5,0,44762
chaoyang,1,66.44,0,43649
chaoyang,1,56.69,0,41630
chaoyang,1,69.61,0,41374
chaoyang,2,91.46,0,40455
chaoyang,2,91.46,0,40237
dongcheng,2,30,0,100000
dongcheng,3,81,0,90124
dongcheng,2,51.8,0,75290
haidian,3,80.1,0,73034
haidian,3,85,0,68236
haidian,3,86.26,0,64921
chaoyang,3,147,0,27892
haidian,2,73.58,1,95135
haidian,3,105.57,1,87146
haidian,1,42,0,61905
haidian,1,42,0,61429
haidian,1,42,0,60715
haidian,3,109.08,0,55006
haidian,2,113,0,53983
haidian,2,104.37,0,53656
haidian,2,104.37,0,52698
haidian,3,145.58,0,51519
haidian,2,112.93,0,51360
haidian,2,112.93,0,51360
haidian,2,111,0,51352
haidian,2,120.33,0,49863
haidian,2,121.44,0,47761
haidian,2,121.01,0,47104
chaoyang,1,73.84,0,57557
chaoyang,2,99,0,49495
shijingshan,1,42,0,28572
shijingshan,2,61.8,0,26700
shijingshan,2,57,0,26316
haidian,3,132.17,0,59015
haidian,3,130.57,0,53229
haidian,3,132.41,0,52867
haidian,3,101,0,51486
haidian,3,385.06,0,62328
haidian,4,326.47,0,56667
chaoyang,5,204,0,41667
chaoyang,5,208,0,37500
chaoyang,4,208,0,35000
chaoyang,5,285,0,32983
chaoyang,3,164.15,0,31070
chaoyang,4,125.2,0,25959
chaoyang,5,236.42,0,23264
haidian,2,62.1,0,67633
haidian,1,47.4,0,75950
haidian,3,79.92,0,75076
haidian,3,213.7,0,58962
xicheng,2,60,0,110000
xicheng,3,76.4,0,108639
xicheng,1,41.5,0,103615
xicheng,1,43.6,0,103212
xicheng,3,83.5,0,102396
xicheng,3,81.7,0,102204
xicheng,3,83.5,0,101797
xicheng,2,61.3,0,101142
xicheng,2,61.3,0,101142
xicheng,1,43.6,0,100918
xicheng,2,52.2,0,57472
haidian,4,158.65,1,107155
haidian,2,100.91,1,105045
haidian,2,115.58,1,103738
haidian,2,90.56,1,101591
haidian,3,158,1,101266
haidian,2,115.58,1,99499
haidian,2,105.61,1,99423
haidian,3,112.53,1,97752
haidian,3,144.19,1,96401
haidian,3,143.91,1,93809
haidian,4,200.35,1,92339
haidian,2,107.12,1,91487
chaoyang,2,104,0,55770
chaoyang,2,105.81,0,54343
chaoyang,3,145.66,0,53550
chaoyang,1,54.02,0,52759
chaoyang,2,104.96,0,52401
chaoyang,3,188.78,0,45450
chaoyang,3,227,0,44053
chaoyang,3,207,0,42513
haidian,1,55,1,51819
haidian,2,86.4,1,47454
dongcheng,2,117.6,0,85035
dongcheng,2,106.44,0,80797
dongcheng,2,162,0,80000
dongcheng,1,82,0,79269
dongcheng,1,82.1,0,79172
dongcheng,1,86.47,0,78640
dongcheng,1,86.47,0,78640
dongcheng,1,80.12,0,78633
dongcheng,2,117,0,76924
dongcheng,3,241,0,76764
dongcheng,1,79.28,0,76312
dongcheng,3,145.34,0,75685
dongcheng,2,106.44,0,75160
dongcheng,1,68.4,0,73100
dongcheng,3,145,0,72414
dongcheng,2,117.6,0,71429
dongcheng,3,175.48,0,71234
dongcheng,2,163,0,70553
dongcheng,1,86,0,69768
chaoyang,2,136.41,0,46918
chaoyang,2,134.96,0,42976
fengtai,2,88.72,0,54103
fengtai,2,87.41,0,53541
fengtai,1,42.7,0,52694
fengtai,2,101,0,52476
fengtai,1,43,0,51163
fengtai,1,47,0,49575
fengtai,3,138,0,49276
fengtai,1,59,0,49153
fengtai,1,47,0,47873
fengtai,2,88.21,0,47614
chaoyang,2,118.36,1,63367
xicheng,1,63.06,1,130035
xicheng,1,63,1,122064
xicheng,2,106.7,1,121837
xicheng,1,63,1,120635
xicheng,3,132.06,1,119643
xicheng,2,69.09,1,118686
xicheng,3,135.25,1,118300
xicheng,1,67.69,1,117891
xicheng,1,95.59,1,115075
xicheng,3,138.27,1,111738
xicheng,3,147.85,1,111600
xicheng,3,146.21,1,107175
xicheng,3,135.88,1,106712
xicheng,3,132.35,1,104269
xicheng,3,135.55,1,103283
xicheng,5,328.06,1,82303
haidian,2,69,0,57972
haidian,3,90.4,0,51439
haidian,3,97,0,50516
haidian,3,99.17,0,48402
haidian,4,137,0,36862
haidian,3,119.7,0,30911
chaoyang,6,485.21,0,76256
chaoyang,4,287,0,68990
chaoyang,4,204.53,0,68450
chaoyang,4,204.66,0,68407
chaoyang,2,118.44,0,67545
chaoyang,2,105.29,0,66484
chaoyang,2,167,0,64671
chaoyang,4,204.53,0,63561
chaoyang,2,159,0,62265
chaoyang,3,194.05,0,61840
chaoyang,4,184.21,0,60801
chaoyang,3,164.56,0,59553
chaoyang,2,148,0,59460
chaoyang,4,270.61,0,59126
chaoyang,3,223.43,0,54604
fengtai,2,94,0,38830
fengtai,3,133.18,1,36643
fengtai,2,94.21,0,36621
fengtai,4,166,0,34940
fengtai,3,171,0,33919
fengtai,4,165,0,30304
chaoyang,3,149.45,1,64571
chaoyang,3,153.14,1,52240
chaoyang,3,140,1,40000
dongcheng,3,86.57,1,75084
dongcheng,3,86.57,1,71619
dongcheng,2,60.06,1,71429
dongcheng,3,78.23,1,57523
shijingshan,2,83.92,0,42303
shijingshan,3,115.35,0,39012
shijingshan,2,81,0,37038
shijingshan,2,78,0,36539
shijingshan,2,116.4,0,36083
shijingshan,3,145.57,0,35722
shijingshan,3,98,0,35715
shijingshan,2,72.88,0,35401
shijingshan,2,59.34,0,34547
shijingshan,3,122.03,0,34418
shijingshan,1,75.01,0,33996
shijingshan,1,59.34,0,33705
shijingshan,2,77.17,0,33433
shijingshan,2,76.78,0,32952
shijingshan,3,109,0,32569
shijingshan,1,66.69,0,32239
shijingshan,2,77.17,0,31749
shijingshan,4,182.4,0,31250
shijingshan,1,69,0,31160
shijingshan,3,128,0,30860
shijingshan,1,71.54,0,30753
shijingshan,3,109.84,0,30499
shijingshan,4,185.57,0,30447
shijingshan,6,254,0,30000
shijingshan,2,124.22,0,29384
shijingshan,3,128.76,0,28736
shijingshan,6,255,0,24981
shijingshan,2,88.2,0,34581
shijingshan,2,88.29,0,29449
shijingshan,3,92.11,0,39084
shijingshan,2,69,0,37682
shijingshan,2,61.74,0,35634
shijingshan,1,69.24,0,35385
shijingshan,2,72.39,0,35226
shijingshan,2,59.64,0,35212
shijingshan,2,81.58,0,34936
shijingshan,2,58.95,0,34776
shijingshan,2,73,0,34247
shijingshan,2,58.44,0,34224
shijingshan,2,81.58,0,33832
shijingshan,3,85.73,0,33828
shijingshan,3,58.05,0,33592
shijingshan,2,58.95,0,33419
shijingshan,2,56.56,0,33240
shijingshan,2,59.82,0,32765
shijingshan,2,61.74,0,32394
shijingshan,2,79.1,0,30974
shijingshan,2,83.97,0,41682
shijingshan,1,62,0,37097
shijingshan,1,65.86,0,36897
shijingshan,2,83.97,0,36323
shijingshan,3,67.88,0,36094
shijingshan,2,67.93,0,35331
shijingshan,1,57.6,0,34723
shijingshan,1,61.61,0,34086
shijingshan,2,85,0,33883
shijingshan,2,68.17,0,33446
shijingshan,2,73.93,0,32464
shijingshan,3,96.28,0,32198
shijingshan,2,67.88,0,31674
shijingshan,3,108,0,31482
shijingshan,2,87.36,0,30678
shijingshan,1,53.1,0,30509
shijingshan,1,53.12,0,30121
shijingshan,1,53.12,0,30121
shijingshan,2,84,0,29167
shijingshan,2,90.64,0,29016
fengtai,2,81.32,0,41811
fengtai,2,83.43,0,39555
fengtai,2,83.42,0,38361
fengtai,2,83.42,0,35364
fengtai,2,83.42,0,34165
fengtai,3,103.86,0,30811
fengtai,2,152.92,0,39891
fengtai,3,69.4,0,44669
fengtai,2,57,0,44386
fengtai,2,65.5,0,43512
fengtai,1,44.4,0,43244
fengtai,2,52.4,0,42939
fengtai,2,75,0,42667
fengtai,2,57.44,0,42131
fengtai,3,76.3,0,41940
fengtai,2,62,0,41936
fengtai,2,75,0,41334
fengtai,3,72.8,0,40660
fengtai,2,68.9,0,40639
fengtai,2,63.06,0,40438
fengtai,3,69.4,0,39914
fengtai,3,77.1,0,38911
fengtai,2,55,0,38728
fengtai,2,63.06,0,36474
fengtai,1,59,0,35594
fengtai,2,59,0,35594
fengtai,2,62.21,0,45009
fengtai,2,65,0,40000
fengtai,2,64.51,0,39064
fengtai,2,68.5,0,37227
fengtai,2,76.6,0,46998
fengtai,3,71.51,0,44749
fengtai,1,39.84,0,44679
fengtai,2,53,0,43397
fengtai,2,57.4,0,39722
xicheng,2,59.65,1,88684
xicheng,3,70.14,1,84831
xicheng,3,90,0,77667
xicheng,2,50.65,1,74630
xicheng,3,107.55,0,69736
xicheng,3,57.24,1,62894
haidian,3,98.6,0,70994
fengtai,2,89,0,39326
fengtai,3,107.57,0,34862
fengtai,2,88,0,34660
xicheng,4,264.53,1,129853
xicheng,5,368.83,1,126888
xicheng,3,368.83,1,116585
xicheng,3,188,1,114894
xicheng,2,125.52,1,114723
xicheng,4,303,1,112212
xicheng,2,143,1,98602
xicheng,2,125,1,98400
xicheng,2,143,1,90910
xicheng,3,162.01,1,89501
xicheng,2,162.06,1,86388
xicheng,4,274,1,85767
xicheng,4,214.33,1,79784
xicheng,1,115.66,1,69169
xicheng,1,121.09,1,62599
shijingshan,3,83.4,0,44965
shijingshan,3,100.71,0,44683
shijingshan,3,98,0,43878
shijingshan,2,55,0,43637
shijingshan,3,93,0,43549
shijingshan,2,105.23,0,42764
shijingshan,2,76.82,0,41656
shijingshan,2,87.75,0,38177
shijingshan,2,75.42,0,37126
shijingshan,2,57,0,36843
shijingshan,3,112.53,0,36435
shijingshan,2,72.35,0,35937
shijingshan,2,89.28,0,35843
shijingshan,2,62.5,0,35200
shijingshan,1,53,0,35095
shijingshan,1,49,0,34694
shijingshan,3,83.4,0,33574
shijingshan,2,76.07,0,33522
shijingshan,2,96,0,31250
shijingshan,2,68,0,30883
shijingshan,2,78.09,0,30734
shijingshan,2,85.47,0,30187
shijingshan,2,68.5,0,29198
haidian,2,107.17,1,59532
haidian,2,113.45,1,58176
haidian,3,137.28,1,50991
haidian,1,52.8,1,49243
xicheng,3,127,0,74804
xicheng,1,69,0,72464
xicheng,2,107.08,0,70042
xicheng,2,138,0,61595
xicheng,3,133.15,0,60459
xicheng,3,138,0,56522
xicheng,2,96,0,52605
xicheng,2,138,0,51087
xicheng,2,138.32,0,44824
xicheng,2,138.39,0,44801
chaoyang,2,77.88,0,51362
chaoyang,1,49.71,0,49286
chaoyang,1,72.03,0,48591
chaoyang,2,78.15,0,46066
chaoyang,2,97,0,44330
chaoyang,2,118.65,0,43658
chaoyang,2,97,0,43299
chaoyang,2,74,0,42973
chaoyang,2,113,0,41151
chaoyang,2,113,0,38939
chaoyang,2,101,0,63367
chaoyang,2,101.12,0,59336
chaoyang,3,161.55,0,46426
fengtai,1,71.97,1,50021
fengtai,2,102,0,47550
fengtai,1,71.93,0,47269
fengtai,1,71.93,0,47269
fengtai,2,105.24,0,47036
fengtai,2,104.07,0,46892
fengtai,2,101.58,0,46269
fengtai,3,116.53,0,45139
fengtai,2,100.4,0,44821
fengtai,2,100.41,1,44817
fengtai,2,103,0,44661
fengtai,2,103,0,44661
fengtai,2,103,0,44661
fengtai,2,83,0,44579
fengtai,2,102,0,44118
fengtai,2,105.24,0,43710
fengtai,3,144,0,42362
fengtai,2,103.28,0,41635
fengtai,4,234,0,39958
fengtai,3,152.79,0,39925
fengtai,3,137,0,38687
fengtai,2,130.08,0,38438
fengtai,3,144.2,1,38142
fengtai,4,203,0,37439
fengtai,4,197.25,0,37263
fengtai,3,136,0,36030
fengtai,1,69,0,50725
fengtai,2,79.5,0,50315
fengtai,2,79.71,0,49931
fengtai,1,68.71,1,49484
fengtai,1,70.11,0,47069
fengtai,3,119.77,0,46757
fengtai,2,104,0,46154
fengtai,3,152,0,46053
fengtai,2,104.66,0,45863
fengtai,4,199.42,0,45131
fengtai,4,199,0,44975
fengtai,2,104.66,0,43952
fengtai,3,129.6,0,42439
fengtai,3,147.63,1,41997
fengtai,2,118.98,0,41184
fengtai,2,100.06,0,38977
fengtai,4,199.42,0,37610
fengtai,3,203.98,0,33827
fengtai,1,62.74,0,54192
fengtai,2,99,0,53536
fengtai,1,56.76,0,52855
fengtai,3,203.23,0,49206
fengtai,2,83,0,49157
fengtai,2,83.47,0,49120
fengtai,2,134,0,48508
fengtai,2,83.48,0,47916
fengtai,3,199.75,0,47560
fengtai,1,76.17,0,47263
fengtai,1,62.86,0,46135
fengtai,1,69.02,0,44915
fengtai,2,99,0,44445
fengtai,3,105.67,0,44005
fengtai,3,205.03,0,43897
fengtai,3,203.32,0,43282
fengtai,2,133,0,42707
fengtai,3,205,0,41464
fengtai,1,76.79,1,40370
fengtai,3,210,0,61905
fengtai,4,258.59,0,58007
fengtai,3,209,0,57417
fengtai,3,207.34,0,50642
fengtai,3,198,0,50506
fengtai,3,154,0,50000
fengtai,4,258,1,49613
fengtai,3,204.37,0,48931
fengtai,3,197.52,0,48097
fengtai,3,197.52,0,48097
fengtai,4,254.95,0,47069
fengtai,2,64,0,46875
fengtai,2,91.83,0,46826
fengtai,2,63.67,0,46804
fengtai,3,149.64,0,46779
fengtai,2,66.11,0,45379
fengtai,2,64,0,45313
fengtai,3,117.76,0,42460
fengtai,3,204.37,0,42081
fengtai,3,204.37,0,36209
fengtai,2,86,1,47094
fengtai,2,86.43,0,46859
fengtai,2,103,1,45437
fengtai,2,90.54,0,45284
fengtai,2,90.54,1,45284
fengtai,3,137,0,44526
fengtai,2,107,0,43926
fengtai,2,91,1,43737
fengtai,1,71.59,0,43303
fengtai,1,71.45,0,43248
fengtai,2,103,0,42525
fengtai,1,71.08,0,40800
fengtai,2,104,0,40385
fengtai,3,137,1,40146
fengtai,1,71.08,1,38689
chaoyang,3,118.22,0,60904
chaoyang,3,188.37,0,53088
haidian,3,170.12,1,74066
dongcheng,4,185,1,86487
dongcheng,4,198,1,85859
dongcheng,4,200.03,1,74989
haidian,2,87.21,1,66507
haidian,2,79.45,1,60416
haidian,3,121,1,60331
haidian,2,88,1,60228
haidian,2,99.48,1,59912
haidian,3,117.69,1,58629
haidian,3,140.28,1,57029
haidian,2,87.56,1,55962
haidian,2,87.14,1,55084
haidian,4,167.57,1,54306
haidian,3,137,1,54015
haidian,3,121,1,53720
haidian,3,140.28,1,53465
haidian,3,122,1,53279
haidian,4,147.75,1,52792
haidian,2,83.55,1,51467
haidian,2,87.01,1,50569
haidian,3,144.18,1,49938
haidian,3,140.38,1,48440
haidian,2,95,0,50527
haidian,2,86.6,0,49654
haidian,3,142.23,0,47810
haidian,2,113.2,0,44170
haidian,2,111.11,0,42301
fengtai,2,89,0,42472
fengtai,2,95,0,36843
fengtai,2,78.28,0,36792
fengtai,2,97,0,34846
fengtai,1,54.17,0,42090
fengtai,2,95.54,0,41868
fengtai,3,120.35,0,41546
fengtai,3,127,0,40000
fengtai,3,133.78,0,39468
fengtai,1,45.62,0,39457
fengtai,4,190.11,0,39451
fengtai,3,134,0,39180
fengtai,2,76.3,0,36698
fengtai,3,142.44,0,35805
haidian,4,256,1,70313
fengtai,3,113,0,33629
fengtai,1,65.02,0,33529
fengtai,2,91,0,32968
fengtai,3,113.41,0,31744
fengtai,1,63,0,30635
haidian,2,120,0,30000
haidian,2,108.01,1,83326
haidian,2,120,1,79167
haidian,2,120,1,79167
haidian,1,55.97,1,77721
haidian,2,112,1,77679
haidian,1,38.68,1,77560
haidian,1,39,1,74359
haidian,1,38.78,1,73492
haidian,2,82.56,1,66619
haidian,1,83,1,65061
haidian,2,154.25,1,63534
haidian,5,210,1,76191
haidian,5,267.02,1,74901
haidian,3,142.11,1,73887
haidian,3,142.11,1,72831
haidian,4,206.48,1,72647
haidian,3,154.85,1,90411
haidian,3,160.54,1,90321
haidian,4,197.05,1,85258
haidian,5,305,1,78689
haidian,2,67.7,1,88627
haidian,2,121.33,1,77475
haidian,2,80.16,1,74851
haidian,3,142.2,1,71730
chaoyang,4,203.14,1,87625
chaoyang,5,233.08,1,80660
chaoyang,4,205.95,1,77689
fengtai,2,100,0,76000
fengtai,3,129.28,0,52600
fengtai,3,139.97,0,51797
fengtai,3,144.52,0,38058
chaoyang,2,76.26,0,37373
chaoyang,2,92.42,0,36140
chaoyang,3,135,0,33334
chaoyang,3,119,0,32774
chaoyang,3,111.68,0,32235
chaoyang,2,68.66,0,53889
chaoyang,2,68.64,0,52448
chaoyang,2,118.75,0,50527
chaoyang,2,118.75,0,49685
chaoyang,1,44.49,0,49450
chaoyang,1,40.43,0,46995
chaoyang,1,49.64,0,45327
chaoyang,1,49.73,0,40218
chaoyang,1,49.34,0,39522
fengtai,3,142.6,0,36466
fengtai,4,162.42,0,36326
fengtai,3,145.04,0,36197
fengtai,4,235.99,0,31782
fengtai,5,309.57,0,28104
fengtai,4,149.05,0,57028
fengtai,1,63.26,0,56908
fengtai,2,120.7,0,55510
fengtai,2,118.6,0,54385
fengtai,2,118.45,0,53610
fengtai,2,103,0,52913
fengtai,2,109,0,51835
fengtai,2,116.35,0,51569
fengtai,2,108,0,50926
fengtai,2,112,0,49108
fengtai,3,192,0,47917
fengtai,3,177,0,40113
xicheng,2,83.87,0,71540
fengtai,2,95.6,0,62762
fengtai,2,89.58,0,58942
fengtai,2,87.66,0,58750
fengtai,2,109.89,0,56421
fengtai,2,90.13,0,56031
fengtai,2,97,0,54640
fengtai,2,121,0,54546
fengtai,3,152.82,0,62165
fengtai,2,116.22,0,59715
fengtai,3,117.05,0,59377
fengtai,3,152.82,0,56930
haidian,4,216,0,78704
haidian,2,75,0,66400
haidian,3,155.44,0,65621
haidian,1,65.35,0,64270
haidian,1,54.68,0,64009
haidian,3,156,0,62821
haidian,2,75.45,0,62293
haidian,2,114.36,0,61211
haidian,1,65,0,46154
chaoyang,3,166.6,0,39976
chaoyang,3,178,0,37079
chaoyang,3,177.15,0,36693
fengtai,3,128.4,0,42057
fengtai,1,50.22,0,40423
fengtai,3,140.85,0,39049
fengtai,2,83.38,0,38379
fengtai,2,104.66,0,38219
fengtai,2,84.46,0,37651
fengtai,2,94,0,37235
fengtai,3,119.3,0,36715
fengtai,1,52.82,0,36540
fengtai,3,123.31,0,36494
fengtai,2,70,0,36429
fengtai,2,71.97,0,36127
fengtai,2,80.63,0,35967
fengtai,3,130.14,0,35962
fengtai,2,66.74,0,35961
fengtai,2,89.21,0,35871
fengtai,3,122.78,0,35837
fengtai,2,70,0,35572
fengtai,2,90.06,0,35532
fengtai,1,64.87,0,35456
fengtai,2,74.97,0,35348
fengtai,2,108,0,35186
fengtai,1,45.5,0,35165
fengtai,2,68.34,0,35119
fengtai,2,71.97,0,35015
fengtai,1,64.87,0,34685
fengtai,3,120,0,34667
fengtai,2,67.92,0,34600
fengtai,1,52.33,0,34589
fengtai,2,92.8,0,34483
fengtai,2,104.43,0,33995
fengtai,2,94.35,0,33917
fengtai,3,128.63,0,33585
fengtai,1,68.57,0,32814
fengtai,2,68,0,32795
fengtai,1,71,0,32677
fengtai,1,58.42,0,32524
fengtai,3,83.07,0,32503
fengtai,1,44.7,0,32439
fengtai,1,46.13,0,30350
fengtai,2,110,0,30000
fengtai,3,110.22,0,29941
fengtai,3,111.12,0,29698
fengtai,2,80.51,0,29189
fengtai,4,110,0,27728
chaoyang,3,134,0,44030
chaoyang,3,145,1,66207
chaoyang,4,216.99,1,64520
chaoyang,3,124,1,62904
chaoyang,3,160,1,59375
fengtai,2,94,0,42554
fengtai,3,128.53,0,31122
chaoyang,1,86,0,69187
chaoyang,3,200,0,67500
chaoyang,3,223,0,65023
chaoyang,3,222.8,0,62837
chaoyang,2,110,0,52728
chaoyang,2,110.17,0,52646
chaoyang,1,80.08,0,49326
chaoyang,4,183.28,0,49106
chaoyang,2,125.6,0,48567
chaoyang,1,79.64,0,46460
chaoyang,3,162.86,0,46052
chaoyang,3,161.86,0,42630
chaoyang,4,193.05,0,41441
chaoyang,1,84.22,0,40965
chaoyang,5,242.88,0,37056
xicheng,3,183.66,1,99968
xicheng,2,163,1,96197
xicheng,4,163,1,85890
xicheng,3,162.72,1,85423
chaoyang,2,54.69,0,63998
chaoyang,2,62,0,62904
chaoyang,1,39.5,0,62785
chaoyang,3,70.45,0,62456
chaoyang,2,62,0,61291
chaoyang,2,61.19,0,58507
chaoyang,2,52.95,0,57602
xicheng,1,74.28,0,74045
xicheng,1,59.53,0,67026
xicheng,1,61.91,0,66226
xicheng,1,61.91,0,65095
chaoyang,1,70.17,0,42041
xicheng,3,210.19,1,114183
dongcheng,1,45.65,0,70099
dongcheng,2,57.62,0,69421
dongcheng,2,58,0,63794
dongcheng,2,58.02,0,63772
dongcheng,2,65,0,59231
fengtai,3,144.34,0,59582
fengtai,3,141.35,0,49523
dongcheng,3,202,0,80199
dongcheng,2,252,0,80159
dongcheng,2,143.09,0,66951
dongcheng,2,97.11,0,83205
dongcheng,3,202.02,0,79201
dongcheng,4,267.68,1,74791
dongcheng,4,267.51,0,70278
dongcheng,3,171,0,70176
dongcheng,3,158.28,0,66970
dongcheng,3,171.06,1,65358
dongcheng,3,202.02,0,64351
shijingshan,3,147.81,0,50741
shijingshan,1,70.64,0,42469
shijingshan,3,131,0,38168
shijingshan,2,92,0,38044
shijingshan,2,114.07,0,53915
shijingshan,3,139.88,0,53618
shijingshan,2,112.11,0,53519
shijingshan,2,112.25,0,53453
shijingshan,2,113,0,53098
shijingshan,3,141.22,0,51693
shijingshan,2,112.8,0,51419
shijingshan,3,143,0,51049
shijingshan,2,109,0,50459
shijingshan,3,139.21,0,49925
shijingshan,2,112.94,0,49584
shijingshan,1,87,0,48276
shijingshan,1,37.74,0,48225
shijingshan,1,65.46,0,47358
shijingshan,2,93.15,0,46699
shijingshan,2,93.18,0,46148
shijingshan,3,145,0,45518
shijingshan,1,83.98,0,45249
shijingshan,5,173,0,86706
